Attribute1,Attribute2,Pearson_Correlation,Spearman_Correlation,Mutual_Information
POSIX_OPENS,POSIX_WRITES,0.9497140619405817,0.95228741200283,1.2082634220940247
POSIX_OPENS,POSIX_SEEKS,0.9798151789770582,0.9752749900191359,1.5276205190483896
POSIX_OPENS,POSIX_STATS,0.9995307992439351,0.9999586998719698,1.6567895841515226
POSIX_OPENS,POSIX_BYTES_READ,-0.4099860468314669,-0.7344042562688256,1.229159973055849
POSIX_OPENS,POSIX_BYTES_WRITTEN,0.9072328291102839,0.8425123318104537,1.279707051117625
POSIX_OPENS,POSIX_CONSEC_READS,0.9165114074778284,0.8546307414936045,1.4709096993108688
POSIX_OPENS,POSIX_CONSEC_WRITES,0.9491292245460069,0.945738632210373,1.1783178812742152
POSIX_OPENS,POSIX_SEQ_READS,0.9380259226322006,0.9919371284409316,1.5121712947181494
POSIX_OPENS,POSIX_SEQ_WRITES,0.9504941192748749,0.9502877321291625,1.2782637430767982
POSIX_OPENS,POSIX_RW_SWITCHES,0.3053532213384086,0.4249515502377814,0.6006594986738985
POSIX_OPENS,POSIX_MEM_NOT_ALIGNED,0.9765664570642132,0.9926597423165588,1.3759984182969918
POSIX_OPENS,POSIX_FILE_NOT_ALIGNED,0.9139122995053486,0.8193052645278786,1.0714848912158084
POSIX_OPENS,POSIX_SIZE_READ_0_100,0.9616421241089684,0.9729445184050081,1.459292767523777
POSIX_OPENS,POSIX_SIZE_READ_100_1K,0.7106173728564615,0.7406438645815916,1.2826567606224653
POSIX_OPENS,POSIX_SIZE_READ_1K_10K,0.9490104987184754,0.9635825538967919,1.229483337869425
POSIX_OPENS,POSIX_SIZE_READ_100K_1M,-0.7383139217042691,-0.8255923445398001,0.8480662714817759
POSIX_OPENS,POSIX_SIZE_WRITE_0_100,0.9472031670720772,0.9576336351702293,1.099763504609677
POSIX_OPENS,POSIX_SIZE_WRITE_100_1K,0.8774376780223995,0.8866339027541097,1.194333680296476
POSIX_OPENS,POSIX_SIZE_WRITE_1K_10K,0.3340045211814345,0.24913740231992554,0.13865682219223707
POSIX_OPENS,POSIX_SIZE_WRITE_10K_100K,0.23217793723146551,0.24165279535352413,0.41567741463449215
POSIX_OPENS,POSIX_SIZE_WRITE_100K_1M,0.3339870602913893,0.24913740231992554,0.021743414694275653
POSIX_OPENS,POSIX_STRIDE1_STRIDE,-0.7630795880497427,-0.6871857954816255,0.905494205127495
POSIX_OPENS,POSIX_STRIDE2_STRIDE,-0.7745796327240386,-0.6914957863016657,0.7809312857749715
POSIX_OPENS,POSIX_STRIDE3_STRIDE,-0.8379145124787082,-0.9374230033587888,0.8915139870789792
POSIX_OPENS,POSIX_STRIDE4_STRIDE,-0.8166687809517418,-0.8810924256643071,0.8121687309515706
POSIX_OPENS,POSIX_STRIDE1_COUNT,-0.7316206090511134,-0.682761253410554,0.8317140749721332
POSIX_OPENS,POSIX_STRIDE2_COUNT,-0.4940135107457933,-0.8256066634461791,0.8834844244121669
POSIX_OPENS,POSIX_STRIDE3_COUNT,-0.4797056033202079,-0.8256066634461791,0.8618743626593561
POSIX_OPENS,POSIX_STRIDE4_COUNT,-0.34059796060456515,-0.8256066634461791,0.8729197996163109
POSIX_OPENS,POSIX_ACCESS1_ACCESS,-0.8665037503371176,-0.825386668830041,1.1562826183130364
POSIX_OPENS,POSIX_ACCESS2_ACCESS,-0.8934215397185049,-0.9219500520121264,1.0815197570436448
POSIX_OPENS,POSIX_ACCESS3_ACCESS,-0.8382689289589126,-0.8120815776970727,1.0780581343271396
POSIX_OPENS,POSIX_ACCESS4_ACCESS,-0.059245880767526675,-0.5975291646130557,1.0103036852670104
POSIX_OPENS,POSIX_ACCESS1_COUNT,0.7992114576858802,0.7614319976791923,1.1938720612366456
POSIX_OPENS,POSIX_ACCESS2_COUNT,0.7612870644160836,0.7521493548459578,1.0647197434716873
POSIX_OPENS,POSIX_ACCESS3_COUNT,0.9523544492682188,0.9747170159001739,1.2322667582845572
POSIX_OPENS,POSIX_ACCESS4_COUNT,0.969426158493635,0.9822681287810215,1.2615172608530658
POSIX_OPENS,tag,-0.40574093496651886,-0.6214688963686055,1.007086671569913
LUSTRE_STRIPE_WIDTH,nprocs,-0.9652564755526913,-0.9351824501974371,0.6817642627105878
LUSTRE_STRIPE_WIDTH,POSIX_OPENS,-0.9082193984526802,-0.9275879117186695,0.6891155246293561
LUSTRE_STRIPE_WIDTH,POSIX_READS,-0.7429735035306257,-0.9274761958637379,0.649123631228389
LUSTRE_STRIPE_WIDTH,POSIX_WRITES,-0.9701440461336214,-0.9260243768235651,0.7471613031490911
LUSTRE_STRIPE_WIDTH,POSIX_SEEKS,-0.8532175310951987,-0.9275879117186695,0.734382142559997
LUSTRE_STRIPE_WIDTH,POSIX_STATS,-0.9151033098123377,-0.9275879117186695,0.7076255312588624
LUSTRE_STRIPE_WIDTH,POSIX_BYTES_READ,0.6275500853319227,0.8532751642092272,0.713417519644395
LUSTRE_STRIPE_WIDTH,POSIX_BYTES_WRITTEN,-0.9737335146596087,-0.9259576808490598,0.6785317689240515
LUSTRE_STRIPE_WIDTH,POSIX_CONSEC_READS,-0.6994911702919108,-0.6677828610218912,0.7111990232539565
LUSTRE_STRIPE_WIDTH,POSIX_CONSEC_WRITES,-0.9627130720128597,-0.9260243768235651,0.725002259035433
LUSTRE_STRIPE_WIDTH,POSIX_SEQ_READS,-0.71742280918774,-0.9274761958637379,0.6876480846878281
LUSTRE_STRIPE_WIDTH,POSIX_SEQ_WRITES,-0.9627998079600678,-0.9260243768235651,0.6466256212191639
LUSTRE_STRIPE_WIDTH,POSIX_RW_SWITCHES,-0.35192941371633796,-0.6151810992101452,0.2449989593389148
LUSTRE_STRIPE_WIDTH,POSIX_MEM_NOT_ALIGNED,-0.9599213252202525,-0.9274825785395472,0.687091863217502
LUSTRE_STRIPE_WIDTH,POSIX_FILE_NOT_ALIGNED,-0.8081810190391402,-0.6667375513129669,0.716718806092685
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_READ_0_100,-0.956981332540119,-0.9274857699268669,0.7096698103277799
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_READ_100_1K,-0.6548546404671124,-0.7420652214944059,0.6476414100034313
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_READ_1K_10K,-0.8895458327970392,-0.9275272609601415,0.7138125287061357
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_READ_100K_1M,0.8685979611005259,0.8876108737333781,0.5619714771839028
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_WRITE_0_100,-0.958378854567398,-0.9260243768235651,0.744435513593628
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_WRITE_100_1K,-0.902499084997521,-0.9260307295728187,0.6685065897381199
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_WRITE_1K_10K,-0.14279572734993903,-0.14284985478516113,0.07696426448035698
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_WRITE_10K_100K,-0.33714777727576006,-0.3509812183082557,0.006823285669633972
LUSTRE_STRIPE_WIDTH,POSIX_SIZE_WRITE_100K_1M,-0.1428067545966167,-0.14284985478516113,0.0
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE1_STRIDE,0.7724980055353083,0.6174684339014805,0.7246065216076678
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE2_STRIDE,0.7852170042734878,0.6174684339014805,0.6326084967342078
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE3_STRIDE,0.8635977204104421,0.9647944279710632,0.733183878929264
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE4_STRIDE,0.8547331833016023,0.9262026508522208,0.6622383346127045
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE1_COUNT,0.7759594853148675,0.6174684339014805,0.6996855821951491
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE2_COUNT,0.6535932468670326,0.8876108737333781,0.6963290124701991
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE3_COUNT,0.6460080792275336,0.8876108737333781,0.7349193290497671
LUSTRE_STRIPE_WIDTH,POSIX_STRIDE4_COUNT,0.47488352119210736,0.8876108737333781,0.6735395274120735
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS1_ACCESS,0.9803983152656608,0.9285599448194489,0.6527435333790765
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS2_ACCESS,0.9607770586690891,0.9304713208417458,0.7529461732954195
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS3_ACCESS,0.8678493803677274,0.8157973848663966,0.5532149781937765
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS4_ACCESS,0.010136506388363671,0.48171777277255967,0.661265869554504
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS1_COUNT,-0.7128751302116794,-0.6677897543473441,0.6617347636422477
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS2_COUNT,-0.6613246372893794,-0.6297008961095167,0.6911971860714279
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS3_COUNT,-0.8634147907025146,-0.9261355688152958,0.729135247922126
LUSTRE_STRIPE_WIDTH,POSIX_ACCESS4_COUNT,-0.8741227027576655,-0.9262245512533305,0.737062465421356
LUSTRE_STRIPE_WIDTH,tag,0.4919955466814214,0.5196412249814962,0.6443282962170163
POSIX_READS,nprocs,0.7897968443866148,0.8956561964146541,1.1884579542115943
POSIX_READS,POSIX_OPENS,0.9490869265650554,0.9924120227115767,1.4851262414152409
POSIX_READS,LUSTRE_STRIPE_WIDTH,-0.7429735035306259,-0.9274761958637378,0.6554603619573949
POSIX_READS,POSIX_WRITES,0.8332831981297473,0.9481394887162106,1.2351946397903486
POSIX_READS,POSIX_SEEKS,0.9544326562404091,0.9776696527446004,1.5542000311856037
POSIX_READS,POSIX_STATS,0.9429451808144159,0.9924533178655458,1.4946273978033973
POSIX_READS,POSIX_BYTES_READ,-0.24651313166421615,-0.726684031426021,1.2271089398436432
POSIX_READS,POSIX_BYTES_WRITTEN,0.743717204962798,0.8370038340569496,1.2472601912639436
POSIX_READS,POSIX_CONSEC_READS,0.9893121901724928,0.862655096240529,1.665769987939161
POSIX_READS,POSIX_CONSEC_WRITES,0.840461592366812,0.9421205588276264,1.206117720192224
POSIX_READS,POSIX_SEQ_READS,0.9987236551468166,0.9999449464259907,1.8412373692978925
POSIX_READS,POSIX_SEQ_WRITES,0.8425056545992285,0.9461606624514705,1.1766734202302973
POSIX_READS,POSIX_RW_SWITCHES,0.17837633936779734,0.4150540344081464,0.6978371974682731
POSIX_READS,POSIX_MEM_NOT_ALIGNED,0.8903810951169423,0.9989333296867238,1.5301794404618878
POSIX_READS,POSIX_FILE_NOT_ALIGNED,0.9053545129641252,0.8159909972240414,1.2336582595965768
POSIX_READS,POSIX_SIZE_READ_0_100,0.8645973129214746,0.9745684271894868,1.3425394765994483
POSIX_READS,POSIX_SIZE_READ_100_1K,0.7141292285998917,0.7611195088186957,1.2551879100267067
POSIX_READS,POSIX_SIZE_READ_1K_10K,0.9051802680903435,0.9685213875179381,1.3455020206411552
POSIX_READS,POSIX_SIZE_READ_100K_1M,-0.5857420806084551,-0.8232307979865953,0.881551189282662
POSIX_READS,POSIX_SIZE_WRITE_0_100,0.8471440623072066,0.9564807910960521,1.2668450793584998
POSIX_READS,POSIX_SIZE_WRITE_100_1K,0.7713271566825426,0.8767497265934487,1.1214976748580394
POSIX_READS,POSIX_SIZE_WRITE_1K_10K,0.4180328801615651,0.25445998650392837,0.04144247569053494
POSIX_READS,POSIX_SIZE_WRITE_10K_100K,0.049085496517018365,0.24152899274525055,0.3549475716029509
POSIX_READS,POSIX_SIZE_WRITE_100K_1M,0.4180261131218719,0.25445998650392837,0.07555562201938226
POSIX_READS,POSIX_STRIDE1_STRIDE,-0.7157807592808992,-0.6850699931001067,0.7992091119844504
POSIX_READS,POSIX_STRIDE2_STRIDE,-0.7242647334120208,-0.6893794648380169,0.8476314748152145
POSIX_READS,POSIX_STRIDE3_STRIDE,-0.7622606449974976,-0.9367087813576116,0.8306146875228917
POSIX_READS,POSIX_STRIDE4_STRIDE,-0.7352524463952352,-0.878724194850847,0.8183697877749094
POSIX_READS,POSIX_STRIDE1_COUNT,-0.6607326518655323,-0.6804169089977121,0.9128651217746695
POSIX_READS,POSIX_STRIDE2_COUNT,-0.3532192810292582,-0.8232737495321558,0.9297797344580774
POSIX_READS,POSIX_STRIDE3_COUNT,-0.33428894950601873,-0.8232737495321558,0.8292076411384244
POSIX_READS,POSIX_STRIDE4_COUNT,-0.23036236123299195,-0.8232737495321558,0.8749117758667673
POSIX_READS,POSIX_ACCESS1_ACCESS,-0.6968838292832874,-0.8407547235053833,1.2799535036057557
POSIX_READS,POSIX_ACCESS2_ACCESS,-0.7527536843901376,-0.9292124017324669,1.1201236082025727
POSIX_READS,POSIX_ACCESS3_ACCESS,-0.7309892604240738,-0.8329562545761701,1.1952119280555276
POSIX_READS,POSIX_ACCESS4_ACCESS,-0.12056589327517327,-0.5670554191473317,1.0594745188856782
POSIX_READS,POSIX_ACCESS1_COUNT,0.7875039385293686,0.7527552878184302,1.2195812978833107
POSIX_READS,POSIX_ACCESS2_COUNT,0.776294517623535,0.7450331997459354,1.134686526552409
POSIX_READS,POSIX_ACCESS3_COUNT,0.93090802026403,0.9828319799252762,1.2003760439797149
POSIX_READS,POSIX_ACCESS4_COUNT,0.9469072176318982,0.9882044204296613,1.3391216404461517
POSIX_READS,tag,-0.3489280673969084,-0.6266569956957284,0.9014228005368294
POSIX_WRITES,nprocs,0.9344455850091057,0.8447119587451006,0.9792861698228452
POSIX_WRITES,POSIX_OPENS,0.9497140619405817,0.9522874120028301,1.2505572438797348
POSIX_WRITES,LUSTRE_STRIPE_WIDTH,-0.9701440461336214,-0.926024376823565,0.6556058182412876
POSIX_WRITES,POSIX_READS,0.8332831981297472,0.9481394887162106,1.2146528993272379
POSIX_WRITES,POSIX_SEEKS,0.8921917344275855,0.9123075580337691,1.1959250552036582
POSIX_WRITES,POSIX_STATS,0.9520350578435962,0.9521637204642526,1.200810966049457
POSIX_WRITES,POSIX_BYTES_READ,-0.6043179957035635,-0.7645663672865056,1.1494437997154778
POSIX_WRITES,POSIX_BYTES_WRITTEN,0.9564092860012663,0.9050586697185715,1.5126649217128012
POSIX_WRITES,POSIX_CONSEC_READS,0.8059687578068719,0.8053204514284122,1.220598638635939
POSIX_WRITES,POSIX_CONSEC_WRITES,0.9990264326365006,0.9958701781585934,1.9009392223100765
POSIX_WRITES,POSIX_SEQ_READS,0.8107858384735857,0.9472050429800833,1.26294245433004
POSIX_WRITES,POSIX_SEQ_WRITES,0.9991578898565937,0.9998490762782211,1.9902875360023982
POSIX_WRITES,POSIX_RW_SWITCHES,0.26013838231685854,0.5678660177715018,0.6217695706699922
POSIX_WRITES,POSIX_MEM_NOT_ALIGNED,0.98267803695488,0.9491010786742122,1.2652884963390054
POSIX_WRITES,POSIX_FILE_NOT_ALIGNED,0.9189544247471808,0.8570066337835891,1.569505563086078
POSIX_WRITES,POSIX_SIZE_READ_0_100,0.9747790709953322,0.9310473683882557,1.3317097035123617
POSIX_WRITES,POSIX_SIZE_READ_100_1K,0.7210940996223739,0.7845837721507121,1.1353385088235082
POSIX_WRITES,POSIX_SIZE_READ_1K_10K,0.9265567260796295,0.9169891053412061,1.1606699936976188
POSIX_WRITES,POSIX_SIZE_READ_100K_1M,-0.8604560538440389,-0.8296470401480672,0.8186231593368518
POSIX_WRITES,POSIX_SIZE_WRITE_0_100,0.9953701081694006,0.9817931110181176,1.6028676511358777
POSIX_WRITES,POSIX_SIZE_WRITE_100_1K,0.9651382760052413,0.9551067449870763,1.5154771862561327
POSIX_WRITES,POSIX_SIZE_WRITE_1K_10K,0.17114235438448278,0.2302243720758748,0.010588537933311493
POSIX_WRITES,POSIX_SIZE_WRITE_10K_100K,0.2259225519570148,0.24232097864311938,0.2521283500546154
POSIX_WRITES,POSIX_SIZE_WRITE_100K_1M,0.17114476293805972,0.2302243720758748,0.0
POSIX_WRITES,POSIX_STRIDE1_STRIDE,-0.8302636404600837,-0.6860846595867668,0.806645842769175
POSIX_WRITES,POSIX_STRIDE2_STRIDE,-0.8411451359111471,-0.6898870685511505,0.7951652915525762
POSIX_WRITES,POSIX_STRIDE3_STRIDE,-0.9036676087339067,-0.9353997526236723,0.7603045420697034
POSIX_WRITES,POSIX_STRIDE4_STRIDE,-0.8917287857083807,-0.8816942996943875,0.8015263293537229
POSIX_WRITES,POSIX_STRIDE1_COUNT,-0.8201762967311749,-0.6820535342936982,0.8583302929175574
POSIX_WRITES,POSIX_STRIDE2_COUNT,-0.6477325625845421,-0.8296756296891528,0.8126206662684519
POSIX_WRITES,POSIX_STRIDE3_COUNT,-0.6363641895196028,-0.8296756296891528,0.8946241594685538
POSIX_WRITES,POSIX_STRIDE4_COUNT,-0.4772110251270601,-0.8296756296891528,0.9224117712509288
POSIX_WRITES,POSIX_ACCESS1_ACCESS,-0.9501002615854547,-0.8280677438140062,1.1358644645791975
POSIX_WRITES,POSIX_ACCESS2_ACCESS,-0.9341054258447858,-0.8470670841520905,1.176706913501886
POSIX_WRITES,POSIX_ACCESS3_ACCESS,-0.871381760857385,-0.8029247545306264,1.0638309188127848
POSIX_WRITES,POSIX_ACCESS4_ACCESS,-0.11094289159678752,-0.5477274223578464,0.9943761599618004
POSIX_WRITES,POSIX_ACCESS1_COUNT,0.8458381357014171,0.8238460972701075,1.2653883078612098
POSIX_WRITES,POSIX_ACCESS2_COUNT,0.812400627347591,0.818266011763945,1.3138174857683156
POSIX_WRITES,POSIX_ACCESS3_COUNT,0.9468550807973062,0.9613829086494398,1.1482827309703552
POSIX_WRITES,POSIX_ACCESS4_COUNT,0.9492402853649042,0.9643091399450173,1.2378072427902893
POSIX_WRITES,tag,-0.5346927991884303,-0.5884311479270556,1.0454173152337916
POSIX_SEEKS,nprocs,0.9155500460637841,0.9541409325451639,1.1066891192567487
POSIX_SEEKS,POSIX_OPENS,0.9798151789770582,0.9752749900191359,1.4794074467318765
POSIX_SEEKS,LUSTRE_STRIPE_WIDTH,-0.8532175310951987,-0.9275879117186695,0.6742302144705086
POSIX_SEEKS,POSIX_READS,0.9544326562404091,0.9776696527446004,1.6302691119970885
POSIX_SEEKS,POSIX_WRITES,0.8921917344275855,0.9123075580337692,1.2319676067113394
POSIX_SEEKS,POSIX_STATS,0.9801416199613532,0.9753438235658533,1.5362513408043115
POSIX_SEEKS,POSIX_BYTES_READ,-0.2647618295823028,-0.6760131094712255,1.0983963850114407
POSIX_SEEKS,POSIX_BYTES_WRITTEN,0.8783604389543888,0.865379875812486,1.259272494250713
POSIX_SEEKS,POSIX_CONSEC_READS,0.9053633799048102,0.7579863161545385,1.6257814684007315
POSIX_SEEKS,POSIX_CONSEC_WRITES,0.8873999896335779,0.9045905803769703,1.248944866441109
POSIX_SEEKS,POSIX_SEQ_READS,0.9514464326570663,0.9771947584739556,1.574488494458844
POSIX_SEEKS,POSIX_SEQ_WRITES,0.8895493717623684,0.9096894204672149,1.3084848062725447
POSIX_SEEKS,POSIX_RW_SWITCHES,0.3976298951512677,0.44762204576256165,0.7339641605044762
POSIX_SEEKS,POSIX_MEM_NOT_ALIGNED,0.9292828978681192,0.9778071497276083,1.421712324493274
POSIX_SEEKS,POSIX_FILE_NOT_ALIGNED,0.849409903204336,0.6969056153534349,1.1493658187080271
POSIX_SEEKS,POSIX_SIZE_READ_0_100,0.9163176508805226,0.9526683885038236,1.517286647706284
POSIX_SEEKS,POSIX_SIZE_READ_100_1K,0.708184067965881,0.739611368487844,1.343836091957682
POSIX_SEEKS,POSIX_SIZE_READ_1K_10K,0.8998902970167907,0.93996042530805,1.2839749566712104
POSIX_SEEKS,POSIX_SIZE_READ_100K_1M,-0.6316170335845043,-0.7802014113187764,0.8871730636480919
POSIX_SEEKS,POSIX_SIZE_WRITE_0_100,0.8837871649456671,0.9254326046272559,1.163423939220705
POSIX_SEEKS,POSIX_SIZE_WRITE_100_1K,0.7898902910063281,0.8283060704225703,1.2193986185914527
POSIX_SEEKS,POSIX_SIZE_WRITE_1K_10K,0.41550360613514364,0.2597378661990842,0.01091867537133595
POSIX_SEEKS,POSIX_SIZE_WRITE_10K_100K,0.31543849812291486,0.38797988483860935,0.357872755008497
POSIX_SEEKS,POSIX_SIZE_WRITE_100K_1M,0.4154997559039962,0.2597378661990842,0.0
POSIX_SEEKS,POSIX_STRIDE1_STRIDE,-0.6461534277326009,-0.5550938841365333,0.8720322843608419
POSIX_SEEKS,POSIX_STRIDE2_STRIDE,-0.659063631700254,-0.5579003897867921,0.8607726199371908
POSIX_SEEKS,POSIX_STRIDE3_STRIDE,-0.7321761687665076,-0.8918888810739765,0.852198237522257
POSIX_SEEKS,POSIX_STRIDE4_STRIDE,-0.7077944774966868,-0.8356298979113892,0.8513067414324547
POSIX_SEEKS,POSIX_STRIDE1_COUNT,-0.6110667427078433,-0.5521728272352434,0.8821692775560814
POSIX_SEEKS,POSIX_STRIDE2_COUNT,-0.37214974358679964,-0.7802157302251553,0.8518019578993474
POSIX_SEEKS,POSIX_STRIDE3_COUNT,-0.3590045842471248,-0.7802157302251553,0.8537289942769015
POSIX_SEEKS,POSIX_STRIDE4_COUNT,-0.22718175089857093,-0.7802157302251553,0.9217740769012033
POSIX_SEEKS,POSIX_ACCESS1_ACCESS,-0.8251218240111243,-0.885734261981216,1.2235369323950418
POSIX_SEEKS,POSIX_ACCESS2_ACCESS,-0.8547385361372171,-0.9578547603077366,1.0317955440977165
POSIX_SEEKS,POSIX_ACCESS3_ACCESS,-0.818492723253398,-0.8306281899233158,1.1364264429970499
POSIX_SEEKS,POSIX_ACCESS4_ACCESS,0.04502460320733669,-0.4849815928749838,0.9858842796362093
POSIX_SEEKS,POSIX_ACCESS1_COUNT,0.7057010090746817,0.6164432154326364,1.2421598256824522
POSIX_SEEKS,POSIX_ACCESS2_COUNT,0.6796434034706641,0.6167611653318212,1.1129985764842556
POSIX_SEEKS,POSIX_ACCESS3_COUNT,0.9129696377330685,0.9534670069938067,1.1813984966952509
POSIX_SEEKS,POSIX_ACCESS4_COUNT,0.9390090384060924,0.9610160781891124,1.2398811580916527
POSIX_SEEKS,tag,-0.2892667138630127,-0.5313260537283915,0.958869071433563
POSIX_STATS,nprocs,0.9390106552194385,0.8994560060162825,1.1388757020786917
POSIX_STATS,POSIX_OPENS,0.9995307992439352,0.9999586998719698,1.7022744389158981
POSIX_STATS,LUSTRE_STRIPE_WIDTH,-0.9151033098123377,-0.9275879117186695,0.6215664690252356
POSIX_STATS,POSIX_READS,0.9429451808144159,0.9924533178655457,1.4923520135266324
POSIX_STATS,POSIX_WRITES,0.9520350578435963,0.9521637204642526,1.1921782878079243
POSIX_STATS,POSIX_SEEKS,0.9801416199613532,0.9753438235658533,1.5173710374790819
POSIX_STATS,POSIX_BYTES_READ,-0.40463110647382594,-0.7327662207976057,1.1499510972535048
POSIX_STATS,POSIX_BYTES_WRITTEN,0.9168380565055075,0.8425810443825752,1.2495451760382665
POSIX_STATS,POSIX_CONSEC_READS,0.9080813607383907,0.8546720366475736,1.411238209182473
POSIX_STATS,POSIX_CONSEC_WRITES,0.9504383443280343,0.9455874536632229,1.2173188132554218
POSIX_STATS,POSIX_SEQ_READS,0.9317849176498502,0.9919784235949008,1.4420418627330904
POSIX_STATS,POSIX_SEQ_WRITES,0.9519281269878422,0.9501365535820124,1.192033410727849
